Formas de Pago,Matrícula al día,Becario,Situación laboral,Facultad,Orden de solicitud,Modo de solicitud,Procedencia,Vivienda,Necesidades educativas especiales,Trasladado(a),Género,Crianza Adventista,Estado civil,Titulación de la madre,Titulación del padre,Ocupación de la madre,Ocupación del padre,Promedio ponderado del semestre,Asistencia (%),Desarrollo de Tareas (%),tasa_aprobacion,tasa_evaluacion,carga_aprobada,backlog_eval,backlog_aprob,Deuda,deuda_neta,conflicto_trabajo_estudio,trabajo_ordinal,Edad,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",Condición Final,target_deserto
Contado,Sí,Sí,Medio Tiempo,Ingeniería y Arquitectura,Tercera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Educación Superior,Secundaria,Empleados administrativos / de oficina,Comerciantes / vendedores,13.08,87.1,94.7,0.6666666666666666,1.0,0.6666666666666666,0,2,225.04,-1391.81,5,1,17,2,5,2,1,1,3,4,5,4,4,1,1,5,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Provincia,Residencia,No,No,H,Sí,Soltero,Educación Superior,Técnica,Servicios personales y domésticos,Empleados administrativos / de oficina,9.12,77.5,86.9,0.4,1.0,0.4,0,3,1092.68,703.3000000000001,0,0,25,1,1,4,2,1,5,1,1,3,5,2,1,2,Desertó,1
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Primaria,Secundaria,Comerciantes / vendedores,Obreros / trabajadores manuales,13.55,75.1,80.9,0.75,0.8,0.6,1,1,1289.18,713.2,5,1,21,1,5,1,4,1,3,3,5,4,5,2,1,4,Graduado,0
Contado,No,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,Sí,M,Sí,Soltero,Secundaria,Técnica,Obreros / trabajadores manuales,Empleados administrativos / de oficina,10.35,78.8,81.0,0.6,1.0,0.6,0,2,805.93,283.79999999999995,0,0,20,1,5,1,5,1,2,1,4,2,2,2,4,1,Desertó,1
Contado,Sí,No,No Trabaja,Teología,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Secundaria,Ama de casa / labores del hogar,Empleados administrativos / de oficina,17.37,94.2,66.3,0.75,1.0,0.75,0,1,218.85,-116.17999999999998,0,0,22,4,5,2,5,1,3,4,1,1,1,1,1,2,Graduado,0
Armadas,No,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,M,No,Soltero,Técnica,Secundaria,Comerciantes / vendedores,Profesionales y técnicos,8.41,82.9,86.9,0.4,0.8333333333333334,0.3333333333333333,1,3,2229.58,1457.37,5,1,23,5,5,4,5,3,4,4,5,1,5,3,2,2,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Segunda Opción,Ingreso por traslado externo,Provincia,Familiares,No,No,H,No,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Desempleado / sin ocupación,8.54,87.9,65.9,0.4,1.0,0.4,0,3,113.15,-994.7099999999999,0,0,17,2,4,3,5,4,3,1,4,3,5,2,2,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso por reingreso,Lima,Familiares,No,No,M,Sí,Soltero,Primaria,Educación Superior,Empleados administrativos / de oficina,Obreros / trabajadores manuales,12.69,88.4,80.2,0.5714285714285714,0.875,0.5,1,3,813.98,110.19000000000005,0,0,20,2,1,4,5,1,1,2,4,2,4,5,4,5,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Ingreso por traslado externo,Provincia,Familiares,No,No,M,No,Soltero,Educación Superior,Secundaria,Profesionales y técnicos,Servicios personales y domésticos,18.67,69.3,59.4,1.0,1.0,1.0,0,0,369.15,118.57999999999998,2,2,21,5,1,2,1,4,3,3,5,5,3,3,1,5,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso por convenio o beca especial,Provincia,Familiares,No,No,H,Sí,Soltero,Primaria,Técnica,Ama de casa / labores del hogar,Otros / no especificado,11.81,73.3,85.7,0.6666666666666666,1.0,0.6666666666666666,0,2,556.6,76.99000000000001,0,0,23,2,3,1,5,1,5,4,3,2,5,1,2,4,Graduado,0
Otros,No,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Primaria,Agricultores / ganaderos / pescadores,Profesionales y técnicos,14.97,100.0,72.5,0.75,0.8,0.6,1,1,358.59,-426.13000000000005,1,1,27,1,1,1,2,1,3,3,1,1,2,4,4,3,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Técnica,Empleados administrativos / de oficina,Comerciantes / vendedores,13.8,79.9,79.9,0.6,1.0,0.6,0,2,471.77,-376.68000000000006,0,0,21,5,1,1,1,2,5,1,1,1,2,1,5,5,Desertó,1
Contado,Sí,No,Medio Tiempo,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,Sí,Soltero,Primaria,Primaria,Profesionales y técnicos,Agricultores / ganaderos / pescadores,13.21,100.0,80.0,0.75,0.8,0.6,1,1,1510.73,1349.69,2,1,22,5,2,5,5,3,1,2,2,2,1,3,3,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Secundaria,Empleados administrativos / de oficina,Desempleado / sin ocupación,13.68,98.6,59.9,0.6666666666666666,1.0,0.6666666666666666,0,2,709.81,396.6499999999999,0,0,23,2,2,1,5,2,5,5,1,1,2,5,3,5,Desertó,1
Contado,Sí,No,Tiempo completo,Ciencias Empresariales,Segunda Opción,Ingreso directo,Extranjero,Alquila cuarto,No,No,M,Sí,Soltero,Educación Superior,Educación Superior,Ama de casa / labores del hogar,Desempleado / sin ocupación,14.55,84.1,88.6,0.75,1.0,0.75,0,2,1448.07,838.9599999999999,10,2,20,4,5,5,5,5,1,5,1,4,5,1,2,1,Graduado,0
Contado,Sí,Sí,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,H,No,Soltero,Educación Superior,Técnica,Obreros / trabajadores manuales,Desempleado / sin ocupación,10.62,85.4,93.0,0.5714285714285714,0.875,0.5,1,3,206.43,-451.56,0,0,23,2,5,1,4,5,5,5,1,1,1,5,1,1,Graduado,0
Armadas,No,No,No Trabaja,Ciencias de la Salud,Tercera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Obreros / trabajadores manuales,10.2,79.3,71.2,0.6,0.8333333333333334,0.5,1,2,874.83,96.74000000000001,0,0,20,2,1,2,5,3,3,3,1,5,2,4,2,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,Sí,Soltero,Secundaria,Técnica,Desempleado / sin ocupación,Desempleado / sin ocupación,14.41,90.7,74.9,0.6666666666666666,0.75,0.5,1,1,516.85,-262.42999999999995,0,0,27,1,3,2,5,3,3,1,3,5,3,3,5,1,Graduado,0
Otros,Sí,Sí,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,No,Soltero,Educación Superior,Técnica,Comerciantes / vendedores,Profesionales y técnicos,15.19,92.3,76.8,0.8,0.8333333333333334,0.6666666666666666,1,1,139.6,-177.09,1,1,26,1,1,3,5,1,2,4,1,1,5,1,3,2,Desertó,1
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Casado,Técnica,Educación Superior,Empleados administrativos / de oficina,Obreros / trabajadores manuales,13.77,87.4,72.6,0.6666666666666666,1.0,0.6666666666666666,0,2,404.26,355.09,0,0,22,1,1,1,2,3,4,3,1,4,4,4,1,2,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,Sí,M,No,Soltero,Educación Superior,Secundaria,Ama de casa / labores del hogar,Obreros / trabajadores manuales,10.86,67.4,78.2,0.5,1.0,0.5,0,4,971.66,717.79,0,0,21,3,1,1,5,4,2,5,2,5,2,1,3,5,Desertó,1
Armadas,Sí,No,Tiempo completo,Ciencias de la Salud,Primera Opción,Ingreso por convenio o beca especial,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Técnica,Servicios personales y domésticos,Ama de casa / labores del hogar,5.17,90.2,57.4,0.2,1.0,0.2,0,4,450.35,-28.109999999999957,10,2,21,5,5,5,5,3,2,1,1,1,5,1,1,1,Graduado,0
Otros,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Segunda Opción,Ingreso por traslado externo,Provincia,Familiares,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Militares / policías / fuerzas del orden,Desempleado / sin ocupación,10.25,99.1,96.2,0.5,1.0,0.5,0,3,4446.12,4119.7699999999995,1,1,23,2,1,3,5,4,5,5,2,4,5,1,5,4,Graduado,0
Contado,Sí,Sí,Tiempo completo,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Familiares,No,No,M,No,Casado,Secundaria,Secundaria,Servicios personales y domésticos,Comerciantes / vendedores,12.27,80.0,78.1,0.5714285714285714,0.875,0.5,1,3,667.74,-742.74,8,2,16,3,4,1,5,3,2,1,1,1,5,1,5,5,Graduado,0
Armadas,No,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,H,Sí,Soltero,Educación Superior,Secundaria,Comerciantes / vendedores,Obreros / trabajadores manuales,7.11,70.0,66.6,0.4,1.0,0.4,0,3,1055.33,290.8499999999999,0,0,21,5,1,1,5,3,5,5,4,3,5,5,3,5,Desertó,1
Contado,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Primaria,Otros / no especificado,Agricultores / ganaderos / pescadores,16.29,82.0,96.8,0.8333333333333334,1.0,0.8333333333333334,0,1,861.38,608.0799999999999,10,2,20,5,5,5,4,1,4,4,1,4,2,5,4,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,H,Sí,Casado,Secundaria,Primaria,Empleados administrativos / de oficina,Obreros / trabajadores manuales,8.78,88.1,72.9,0.42857142857142855,0.875,0.375,1,4,570.43,341.3399999999999,0,0,22,5,3,2,3,3,2,2,5,1,5,5,2,5,Desertó,1
Armadas,Sí,Sí,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso por convenio o beca especial,Extranjero,Familiares,No,No,M,No,Soltero,Educación Superior,Técnica,Ama de casa / labores del hogar,Obreros / trabajadores manuales,15.02,83.2,78.2,0.6666666666666666,0.75,0.5,1,1,1599.71,1297.18,0,0,22,5,5,4,5,1,3,1,2,4,3,5,3,3,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Provincia,Alquila cuarto,No,No,M,No,Soltero,Primaria,Secundaria,Ama de casa / labores del hogar,Profesionales y técnicos,20.0,95.5,89.6,1.0,1.0,1.0,0,0,1086.14,422.0300000000001,0,0,19,1,2,2,1,1,5,4,1,5,3,3,3,2,Graduado,0
Armadas,No,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por convenio o beca especial,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Secundaria,Técnica,Obreros / trabajadores manuales,Servicios personales y domésticos,12.36,89.6,86.5,0.6,0.8333333333333334,0.5,1,2,1118.28,403.97,0,0,23,3,2,1,5,3,3,2,3,4,2,5,3,1,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,Sí,H,Sí,Soltero,Secundaria,Primaria,Profesionales y técnicos,Agricultores / ganaderos / pescadores,11.38,69.7,82.7,0.5,0.8571428571428571,0.42857142857142855,1,3,652.87,114.13999999999999,0,0,27,3,4,5,4,1,5,1,2,3,5,4,3,3,Graduado,0
Armadas,No,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Técnica,Comerciantes / vendedores,Desempleado / sin ocupación,10.84,94.8,87.7,0.5,1.0,0.5,0,3,29.68,-129.41,0,0,23,2,4,1,3,1,1,3,2,2,4,3,2,5,Graduado,0
Otros,Sí,Sí,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,H,Sí,Soltero,Técnica,Secundaria,Obreros / trabajadores manuales,Profesionales y técnicos,13.23,100.0,81.8,0.625,1.0,0.625,0,3,2258.35,492.49,4,1,22,5,4,5,3,3,1,1,3,2,1,1,2,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso por traslado externo,Provincia,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Ama de casa / labores del hogar,12.7,95.0,68.7,0.6666666666666666,1.0,0.6666666666666666,0,2,621.16,-237.82000000000005,0,0,22,4,1,2,5,5,5,2,5,3,5,3,5,1,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Humanas y Educación,Segunda Opción,Ingreso directo,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Ama de casa / labores del hogar,Desempleado / sin ocupación,14.36,87.4,82.6,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,1112.96,690.25,0,0,23,5,1,3,3,5,1,3,1,5,3,5,5,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Educación Superior,Técnica,Militares / policías / fuerzas del orden,Agricultores / ganaderos / pescadores,15.2,100.0,100.0,0.75,1.0,0.75,0,2,1407.25,972.4300000000001,0,0,18,2,1,2,3,3,2,2,5,2,2,1,2,5,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Técnica,Comerciantes / vendedores,Profesionales y técnicos,15.25,90.2,64.9,0.8,0.8333333333333334,0.6666666666666666,1,1,547.34,342.61,0,0,19,1,3,1,3,2,1,4,5,3,3,5,1,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Ingreso directo,Extranjero,Familiares,No,No,M,Sí,Soltero,Educación Superior,Educación Superior,Militares / policías / fuerzas del orden,Desempleado / sin ocupación,5.24,84.4,93.2,0.2857142857142857,0.875,0.25,1,5,1900.17,1717.13,3,1,22,2,3,1,1,3,2,5,5,4,5,2,1,2,Desertó,1
Armadas,Sí,No,Medio Tiempo,Teología,Primera Opción,Ingreso por traslado interno,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Secundaria,Ama de casa / labores del hogar,Servicios personales y domésticos,11.85,86.5,87.2,0.6666666666666666,0.75,0.5,1,1,90.17,-641.35,1,1,24,3,1,2,3,1,2,5,1,1,1,3,2,5,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Desempleado / sin ocupación,Servicios personales y domésticos,14.84,76.0,76.2,0.8333333333333334,1.0,0.8333333333333334,0,1,1342.16,852.5300000000001,0,0,23,1,3,4,5,5,3,4,2,4,5,5,2,1,Graduado,0
Contado,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,No,Soltero,Secundaria,Secundaria,Empleados administrativos / de oficina,Profesionales y técnicos,13.55,68.2,87.9,0.625,1.0,0.625,0,3,738.11,31.550000000000068,3,1,22,4,3,3,2,3,4,2,1,1,3,5,5,1,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Lima,Familiares,No,No,H,No,Soltero,Secundaria,Técnica,Ama de casa / labores del hogar,Comerciantes / vendedores,12.7,72.7,75.3,0.75,1.0,0.75,0,1,936.6,342.40999999999997,0,0,16,4,2,1,5,4,2,2,5,5,5,1,1,2,Desertó,1
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,Sí,M,No,Soltero,Secundaria,Técnica,Comerciantes / vendedores,Comerciantes / vendedores,11.28,89.4,83.6,0.5,0.8,0.4,1,2,438.7,4.680000000000007,2,1,23,1,2,1,3,1,1,3,5,5,4,3,4,5,Graduado,0
Contado,Sí,No,No Trabaja,Teología,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,Sí,No,M,Sí,Soltero,Primaria,Secundaria,Servicios personales y domésticos,Obreros / trabajadores manuales,12.77,85.2,86.7,0.5714285714285714,1.0,0.5714285714285714,0,3,2391.71,1673.46,0,0,23,5,2,3,5,1,1,1,2,1,4,5,5,1,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Empleados administrativos / de oficina,Obreros / trabajadores manuales,14.98,71.5,88.0,0.7142857142857143,1.0,0.7142857142857143,0,2,576.82,235.69000000000005,0,0,26,4,1,4,2,1,2,1,5,4,4,4,4,4,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Ingreso directo,Extranjero,Residencia,No,No,M,No,Soltero,Técnica,Secundaria,Profesionales y técnicos,Empleados administrativos / de oficina,19.04,70.9,85.5,1.0,1.0,1.0,0,0,1415.37,1387.3999999999999,5,1,26,3,5,3,4,5,5,1,5,4,1,1,3,3,Graduado,0
Contado,Sí,Sí,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,No,Soltero,Técnica,Secundaria,Ama de casa / labores del hogar,Obreros / trabajadores manuales,11.11,99.0,89.9,0.5714285714285714,1.0,0.5714285714285714,0,3,2141.2,599.1999999999998,0,0,19,1,1,3,4,5,2,3,1,1,5,4,1,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Profesionales y técnicos,Obreros / trabajadores manuales,17.96,77.6,73.4,0.8571428571428571,1.0,0.8571428571428571,0,1,1876.43,942.3700000000001,0,0,21,4,2,1,3,1,1,1,5,5,1,2,5,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Familiares,No,No,H,No,Soltero,Secundaria,Primaria,Desempleado / sin ocupación,Otros / no especificado,13.79,89.0,70.8,0.6666666666666666,0.75,0.5,1,1,555.42,429.03,5,1,19,3,5,5,5,3,1,1,1,5,3,1,4,2,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,H,Sí,Soltero,Primaria,Primaria,Ama de casa / labores del hogar,Servicios personales y domésticos,11.55,64.0,88.9,0.6666666666666666,0.75,0.5,1,1,1122.6,838.26,0,0,19,5,1,5,5,1,3,2,4,1,2,4,2,3,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Segunda Opción,Ingreso directo,Lima,Familiares,No,No,H,Sí,Casado,Sin estudios,Secundaria,Comerciantes / vendedores,Comerciantes / vendedores,18.86,72.7,85.9,1.0,1.0,1.0,0,0,1433.79,1075.05,0,0,24,3,4,5,3,1,4,1,5,4,3,5,3,4,Desertó,1
Armadas,Sí,Sí,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Secundaria,Ama de casa / labores del hogar,Obreros / trabajadores manuales,15.79,80.5,94.7,0.8333333333333334,1.0,0.8333333333333334,0,1,430.82,-928.7,0,0,22,2,1,5,1,2,3,2,2,1,2,2,2,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Ingreso directo,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Sin estudios,Comerciantes / vendedores,Profesionales y técnicos,9.24,77.1,78.8,0.5,1.0,0.5,0,3,6728.69,6625.599999999999,5,1,24,1,5,2,5,2,4,4,5,3,4,1,4,1,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,Sí,Soltero,Secundaria,Primaria,Servicios personales y domésticos,Comerciantes / vendedores,12.28,96.8,84.2,0.5714285714285714,1.0,0.5714285714285714,0,3,1498.04,776.27,3,1,18,5,3,2,5,1,5,3,1,1,3,5,2,3,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,Sí,M,Sí,Soltero,Secundaria,Técnica,Ama de casa / labores del hogar,Servicios personales y domésticos,10.45,70.8,84.0,0.6,1.0,0.6,0,2,370.46,191.77999999999997,8,2,21,4,4,4,4,1,4,5,2,2,3,5,3,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Comerciantes / vendedores,Agricultores / ganaderos / pescadores,10.64,73.7,57.6,0.6666666666666666,0.75,0.5,1,1,1576.53,1553.16,0,0,20,5,2,5,5,2,5,3,4,1,3,3,1,4,Desertó,1
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Comerciantes / vendedores,10.13,96.1,78.2,0.5,1.0,0.5,0,3,478.77,-78.27999999999997,0,0,17,1,5,2,5,2,1,4,1,4,4,1,5,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,Sí,M,No,Soltero,Primaria,Primaria,Servicios personales y domésticos,Agricultores / ganaderos / pescadores,14.37,91.3,84.1,0.6666666666666666,0.75,0.5,1,1,2856.7,2767.72,0,0,16,5,5,2,2,4,1,5,1,1,5,2,5,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,Sí,M,Sí,Soltero,Técnica,Educación Superior,Servicios personales y domésticos,Desempleado / sin ocupación,10.54,93.1,74.7,0.5,1.0,0.5,0,3,371.09,-301.59,0,0,25,1,4,1,3,5,4,3,5,1,4,2,3,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Segunda Opción,Ingreso directo,Lima,Alquila cuarto,No,Sí,M,Sí,Soltero,Educación Superior,Secundaria,Desempleado / sin ocupación,Servicios personales y domésticos,15.37,74.4,94.0,0.75,1.0,0.75,0,1,2108.75,1453.8,0,0,19,2,2,1,4,1,4,3,1,5,3,4,3,4,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Primaria,Educación Superior,Comerciantes / vendedores,Obreros / trabajadores manuales,15.69,87.6,91.8,0.6666666666666666,0.75,0.5,1,1,1008.36,817.99,5,1,18,5,5,3,5,5,4,4,4,2,3,2,5,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso por traslado interno,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Otros / no especificado,Otros / no especificado,17.61,73.6,85.8,1.0,0.8,0.8,1,0,198.48,-183.12000000000003,0,0,23,5,2,5,2,1,4,2,3,1,2,4,1,4,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Ingreso por reingreso,Lima,Alquila cuarto,No,No,H,No,Soltero,Secundaria,Secundaria,Militares / policías / fuerzas del orden,Empleados administrativos / de oficina,10.91,80.7,87.0,0.6,1.0,0.6,0,2,1578.8,992.6999999999999,6,2,22,1,3,4,5,1,5,2,1,1,5,2,1,2,Graduado,0
Contado,No,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Lima,Alquila cuarto,No,No,M,No,Soltero,Primaria,Secundaria,Desempleado / sin ocupación,Profesionales y técnicos,11.65,81.4,82.6,0.6666666666666666,1.0,0.6666666666666666,0,2,3076.7,2059.7299999999996,3,1,22,5,3,5,5,1,1,1,1,1,4,1,5,4,Graduado,0
Armadas,No,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Ingreso por traslado interno,Provincia,Residencia,No,No,M,Sí,Soltero,Educación Superior,Educación Superior,Obreros / trabajadores manuales,Servicios personales y domésticos,8.33,70.4,87.7,0.5,0.8,0.4,1,2,818.44,418.49000000000007,5,1,18,3,5,3,5,4,5,3,1,4,2,1,5,3,Desertó,1
Armadas,No,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por reingreso,Extranjero,Residencia,No,No,H,No,Soltero,Técnica,Educación Superior,Servicios personales y domésticos,Agricultores / ganaderos / pescadores,5.0,87.2,78.3,0.3333333333333333,0.75,0.25,1,2,336.84,20.399999999999977,0,0,28,1,4,3,3,1,1,1,5,4,5,3,4,3,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,Sí,H,Sí,Soltero,Secundaria,Secundaria,Empleados administrativos / de oficina,Desempleado / sin ocupación,7.37,96.1,82.2,0.3333333333333333,0.75,0.25,1,2,45.24,-197.75,0,0,25,1,1,1,3,4,3,1,1,3,5,3,2,2,Graduado,0
